Respondent,MainBranch,Hobbyist,Age,Age1stCode,Salary,Country,WorkWeekHrs,YearsCode,YearsCodePro
25897,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,37,33,44796,Sweden,40,3,1
25898,I am a developer by profession,Yes,41,7,116333,United Kingdom,40,33,21
25899,I am a developer by profession,Yes,25,15,49185,Netherlands,40,7,5
25900,I am a developer by profession,No,30,18,15564,Colombia,30,12,8
25901,I am a developer by profession,Yes,30,14,23364,Brazil,40,16,13
25902,I am a developer by profession,Yes,41,15,230000,United States,45,26,23
25904,I am a developer by profession,No,25,19,1.00E+05,United States,40,7,2
25905,I am a developer by profession,Yes,46,16,80688,Germany,45,30,22
25906,I am a developer by profession,Yes,29,13,47184,Russian Federation,40,16,10
25907,I am a developer by profession,No,28,25,496356,United Kingdom,40,3,2
25909,I am a developer by profession,Yes,50,12,169402,United States,40,39,26
25910,I am a developer by profession,No,29,17,220000,United States,40,12,6
25911,I am a developer by profession,Yes,35,23,40704,Romania,40,15,13
25913,I am a developer by profession,Yes,56,11,1.00E+06,Australia,60,30,28
25914,I am a developer by profession,Yes,40,15,75669,Germany,45,25,22
25915,I am a developer by profession,Yes,26,15,12000,Ghana,51,4,3
25916,I am a developer by profession,Yes,26,13,26124,Poland,40,6,4
25917,I am a developer by profession,Yes,27,12,84000,United States,40,16,3
25918,I am a developer by profession,Yes,27,12,37620,Latvia,40,15,9
25919,I am a developer by profession,Yes,27,14,130000,United States,50,14,6
25920,I am a developer by profession,Yes,23,16,1.00E+05,United States,40,7,2
25922,I am a developer by profession,Yes,28,14,620448,United Kingdom,40,10,7
25924,I am a developer by profession,Yes,35,11,57000,Uruguay,40,25,11
25926,I am a developer by profession,Yes,38,5,165000,United States,45,27,21
25927,I am a developer by profession,Yes,30,11,110056,United States,40,19,10
25930,I am a developer by profession,Yes,47,23,145677,Canada,40,23,23
25932,I am a developer by profession,Yes,34,14,170000,United States,40,20,7
25933,I am a developer by profession,Yes,32,8,135000,United States,50,22,11
25934,I am a developer by profession,Yes,28,15,27516,Croatia,36,8,5
25935,I am a developer by profession,Yes,30,17,92336,United States,40,10,5
25936,I am a developer by profession,No,23,19,2.00E+06,United States,40,6,2
25937,I am a developer by profession,Yes,33,14,155000,United States,50,14,8
25938,I am a developer by profession,Yes,30,10,2.00E+05,United States,28,25,15
25939,I am a developer by profession,Yes,35,14,57156,Czech Republic,42,20,14
25940,I am a developer by profession,Yes,28,17,4596,Colombia,52,9,6
25941,I am a developer by profession,Yes,44,15,97186,Canada,40,25,21
25942,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,31,17,98251,Mexico,45,9,8
25943,"I am not primarily a developer, but I write code sometimes as part of my work",No,48,15,90000,United States,40,20,17
25944,I am a developer by profession,No,30,16,120000,United States,40,37,20
25945,I am a developer by profession,Yes,57,17,10455,United States,45,40,30
25946,I am a developer by profession,Yes,32,13,39144,Ukraine,37,16,10
25948,I am a developer by profession,Yes,30,5,101361,United States,40,20,4
25949,I am a developer by profession,Yes,33,11,109224,United States,40,15,11
25950,I am a developer by profession,No,22,14,60505,Canada,40,6,3
25952,I am a developer by profession,Yes,29,12,32988,Brazil,40,12,10
25954,"I used to be a developer by profession, but no longer am",Yes,51,15,165742,Germany,40,35,26
25955,I am a developer by profession,Yes,28,18,83620,Ecuador,40,6,3
25956,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,22,12,75000,United States,40,10,6
25957,I am a developer by profession,Yes,22,17,4740,Kenya,40,4,1
25958,I am a developer by profession,Yes,33,9,75669,France,43,7,5
25959,I am a developer by profession,Yes,29,20,22584,Chile,45,10,2
25961,I am a developer by profession,Yes,37,12,48644,Spain,45,25,12
25962,I am a developer by profession,Yes,39,14,250000,United States,60,21,17
25963,I am a developer by profession,No,44,13,216000,Israel,40,17,17
25964,I am a developer by profession,Yes,35,17,86478,Germany,40,10,5
25965,I am a developer by profession,Yes,37,14,150000,United States,40,20,16
25969,I am a developer by profession,Yes,23,13,64860,Germany,40,10,3
25973,I am a developer by profession,Yes,31,16,29088,Mexico,45,11,8
25974,I am a developer by profession,Yes,30,13,101477,United States,40,14,8
25975,I am a developer by profession,Yes,29,9,83194,Canada,40,18,8
25976,I am a developer by profession,Yes,30,13,87455,Poland,40,10,2
25977,"I am not primarily a developer, but I write code sometimes as part of my work",No,47,12,103408,United Kingdom,45,35,27
25978,I am a developer by profession,Yes,26,14,36972,Germany,40,6,2
25979,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,37,12,123217,United States,45,26,10
25980,I am a developer by profession,Yes,39,8,58368,Netherlands,50,20,17
25981,I am a developer by profession,Yes,27,12,65000,United States,42,16,6
25982,I am a developer by profession,Yes,45,14,58368,Finland,38,31,27
25983,I am a developer by profession,Yes,27,9,61616,Germany,43,9,4
25984,I am a developer by profession,Yes,30,18,23750,Iran,65,11,5
25985,I am a developer by profession,Yes,39,6,40550,Germany,28,33,19
25986,"I used to be a developer by profession, but no longer am",Yes,30,14,146174,France,40,30,25
25987,I am a developer by profession,Yes,34,14,99110,Brazil,60,10,4
25988,I am a developer by profession,No,30,12,152100,United States,42,35,25
25990,I am a developer by profession,Yes,30,21,85887,Uganda,40,7,3
25991,I am a developer by profession,No,36,17,61368,Sweden,40,15,8
25993,I am a developer by profession,Yes,24,17,34200,Iran,46,7,4
25994,I am a developer by profession,Yes,31,12,12756,Poland,40,15,8
25995,I am a developer by profession,Yes,24,14,94602,Ukraine,65,10,4
25996,I am a developer by profession,No,25,16,109665,Canada,40,7,4
25997,I am a developer by profession,Yes,21,8,5124,Hungary,20,13,2
25998,I am a developer by profession,No,30,14,140000,United States,40,14,8
25999,I am a developer by profession,Yes,45,12,150363,France,40,27,24
26000,I am a developer by profession,Yes,27,10,52942,Canada,48,12,5
26001,I am a developer by profession,Yes,26,10,1.00E+05,United States,50,13,7
26002,I am a developer by profession,Yes,34,15,127050,United States,45,20,15
26003,I am a developer by profession,Yes,35,14,72966,Finland,38,22,9
26005,I am a developer by profession,Yes,30,18,120000,United States,40,7,6
26007,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,38,22,525000,United States,35,16,15
26008,I am a developer by profession,Yes,29,15,86478,Germany,40,13,7
26010,I am a developer by profession,No,29,15,99917,Russian Federation,8,16,12
26013,I am a developer by profession,Yes,25,16,225000,United States,40,8,4
26014,I am a developer by profession,Yes,26,10,55000,United States,40,6,2
26015,I am a developer by profession,Yes,32,19,4512,Chile,36,13,9
26016,I am a developer by profession,Yes,37,12,130000,United States,40,21,14
26017,I am a developer by profession,Yes,20,15,12144,Poland,60,5,2
26018,I am a developer by profession,Yes,30,29,69183,Germany,50,4,3
26019,I am a developer by profession,Yes,36,17,51564,Romania,40,18,14
26020,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,27,14,103776,Iceland,70,13,3
26022,I am a developer by profession,Yes,21,11,9100,Poland,24,10,3
26023,I am a developer by profession,Yes,27,15,56211,Germany,42,7,5
26024,I am a developer by profession,No,31,12,120000,United States,40,19,8
26026,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,42,12,42612,Czech Republic,40,30,21
26027,I am a developer by profession,Yes,30,16,70000,United States,45,13,7
26029,I am a developer by profession,Yes,35,10,170000,United States,50,15,10
26030,I am a developer by profession,No,35,14,49464,Sweden,40,22,11
26031,I am a developer by profession,No,38,8,68507,United Kingdom,40,30,15
26033,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,43,8,12840,Argentina,40,30,3
26037,I am a developer by profession,Yes,29,11,85000,United States,40,10,3
26038,I am a developer by profession,No,30,25,38778,United Kingdom,38,4,2
26039,I am a developer by profession,Yes,41,8,80172,Australia,50,24,15
26042,I am a developer by profession,Yes,49,12,220000,United States,55,35,12
26043,I am a developer by profession,No,40,9,23268,United Kingdom,37,9,3
26044,I am a developer by profession,Yes,30,18,83195,Mexico,40,6,2
26045,I am a developer by profession,No,46,11,1.00E+05,United States,40,35,6
26046,I am a developer by profession,Yes,33,12,72606,Canada,40,15,10
26047,I am a developer by profession,Yes,36,18,24744,Brazil,40,18,16
26049,I am a developer by profession,Yes,21,9,72097,Brazil,30,5,1
26050,I am a developer by profession,Yes,30,18,135000,United States,48,12,10
26051,I am a developer by profession,Yes,23,14,1080000,United States,40,8,2
26052,I am a developer by profession,Yes,35,12,204000,United States,45,23,10
26054,I am a developer by profession,Yes,31,12,210000,United States,80,17,14
26055,I am a developer by profession,Yes,44,9,96000,United States,40,34,21
26056,I am a developer by profession,Yes,35,15,54049,Germany,35,20,9
26058,I am a developer by profession,Yes,46,12,43239,Spain,8,22,20
26062,I am a developer by profession,Yes,41,10,107077,Germany,40,10,10
26063,I am a developer by profession,Yes,42,13,75264,Chile,80,29,19
26064,I am a developer by profession,Yes,27,16,100797,United States,40,12,10
26065,I am a developer by profession,Yes,28,14,1.00E+05,United States,50,6,5
26066,I am a developer by profession,Yes,30,19,41520,Kenya,40,10,7
26067,I am a developer by profession,Yes,23,10,499164,Canada,40,4,1
26068,I am a developer by profession,Yes,35,12,113447,Canada,40,18,8
26069,I am a developer by profession,Yes,30,13,99653,United States,50,11,7
26070,I am a developer by profession,Yes,32,16,1.00E+05,United States,40,11,9
26071,I am a developer by profession,No,36,12,1.00E+05,United States,50,20,12
26072,I am a developer by profession,Yes,28,17,34932,Poland,40,10,6
26073,I am a developer by profession,Yes,38,18,130000,United States,45,18,18
26074,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,29,16,80000,United States,40,4,2
26075,I am a developer by profession,Yes,49,13,46632,Sweden,40,8,5
26078,I am a developer by profession,No,30,16,64859,Ireland,50,18,15
26079,I am a developer by profession,Yes,24,21,7392,Argentina,40,5,1
26080,I am a developer by profession,Yes,30,13,465336,United Kingdom,37,15,7
26081,I am a developer by profession,Yes,29,11,91128,Poland,50,15,9
26082,I am a developer by profession,Yes,23,14,65000,United States,45,9,5
26084,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,14,125253,Germany,60,20,15
26085,I am a developer by profession,No,37,6,47826,United Kingdom,42,25,5
26087,I am a developer by profession,Yes,27,14,86707,Poland,45,5,5
26088,I am a developer by profession,Yes,27,15,72290,Norway,38,8,2
26092,I am a developer by profession,Yes,26,13,29186,Spain,40,13,8
26094,I am a developer by profession,Yes,44,10,250000,United States,40,34,22
26095,I am a developer by profession,Yes,30,14,116538,Singapore,36,15,8
26096,I am a developer by profession,Yes,29,14,310000,United States,30,15,9
26098,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,31,10,209000,United States,40,21,11
26099,I am a developer by profession,Yes,28,13,123000,United States,40,15,6
26100,I am a developer by profession,Yes,30,15,672000,United States,40,12,8
26102,"I used to be a developer by profession, but no longer am",Yes,30,12,101980,Netherlands,40,16,7
26103,I am a developer by profession,Yes,32,12,38484,Hungary,40,20,10
26104,I am a developer by profession,Yes,30,16,111121,Germany,40,20,10
26105,I am a developer by profession,Yes,38,6,91668,Canada,35,20,7
26107,I am a developer by profession,Yes,23,13,51112,New Zealand,40,11,3
26110,I am a developer by profession,Yes,33,13,87948,Iceland,40,9,4
26112,I am a developer by profession,Yes,29,14,60744,Poland,40,12,6
26113,I am a developer by profession,No,29,14,51887,Netherlands,40,10,6
26114,I am a developer by profession,No,40,18,129581,Czech Republic,40,21,17
26115,I am a developer by profession,Yes,40,7,32429,Italy,40,34,17
26116,I am a developer by profession,Yes,30,16,62280,Russian Federation,40,14,9
26117,I am a developer by profession,Yes,27,12,81682,Canada,40,10,10
26118,I am a developer by profession,Yes,43,10,95000,United States,40,33,22
26119,I am a developer by profession,Yes,35,24,77832,France,80,11,9
26120,I am a developer by profession,Yes,23,15,22339,India,40,8,3
26122,I am a developer by profession,Yes,29,9,120000,United States,65,12,7
26125,I am a developer by profession,Yes,35,16,81500,United States,40,20,5
26127,I am a developer by profession,Yes,26,18,56723,Canada,45,8,4
26128,I am a developer by profession,Yes,28,13,90000,United States,50,9,4
26129,I am a developer by profession,No,26,16,52996,United Kingdom,38,9,4
26130,I am a developer by profession,No,30,16,194577,Portugal,55,19,14
26132,I am a developer by profession,Yes,22,12,25860,Mexico,40,10,3
26133,I am a developer by profession,Yes,37,8,81074,Germany,40,25,12
26137,I am a developer by profession,No,20,16,5496,Brazil,44,4,1
26140,I am a developer by profession,Yes,39,9,46188,Hungary,32,31,13
26142,I am a developer by profession,Yes,31,16,45241,United Kingdom,36,3,2
26143,I am a developer by profession,Yes,39,16,25200,Ecuador,40,19,14
26144,I am a developer by profession,Yes,30,14,80000,United States,40,12,3
26145,I am a developer by profession,Yes,43,10,77831,Finland,40,25,12
26146,I am a developer by profession,Yes,30,18,64859,Netherlands,40,18,14
26147,I am a developer by profession,Yes,29,9,110000,United States,40,6,3
26148,I am a developer by profession,Yes,33,15,145000,United States,40,15,12
26149,I am a developer by profession,Yes,35,13,72000,United States,41,17,6
26150,I am a developer by profession,Yes,24,15,46767,Australia,37,9,2
26151,I am a developer by profession,Yes,27,16,75505,New Zealand,40,2,1
26152,I am a developer by profession,No,29,15,95126,Germany,40,14,6
26153,"I used to be a developer by profession, but no longer am",Yes,30,15,146174,Ireland,40,30,25
26154,I am a developer by profession,Yes,30,15,90758,Canada,44,19,15
26155,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,42,18,16488,Brazil,40,23,10
26157,I am a developer by profession,No,30,17,115000,United States,40,3,2
26159,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,32,8,65000,United States,40,25,2
26160,I am a developer by profession,Yes,21,17,13740,Brazil,30,5,3
26161,I am a developer by profession,Yes,30,15,102102,Canada,50,21,14
26162,I am a developer by profession,Yes,21,13,85000,United States,40,8,2
26163,I am a developer by profession,Yes,44,12,75000,United States,30,21,19
26164,I am a developer by profession,Yes,41,26,125250,Australia,38,15,12
26165,I am a developer by profession,Yes,30,16,49092,Sweden,40,7,3
26166,I am a developer by profession,Yes,28,13,13200,Brazil,50,10,7
26167,I am a developer by profession,Yes,25,13,85465,Argentina,20,12,5
26168,I am a developer by profession,Yes,31,15,51888,Austria,55,8,5
26169,I am a developer by profession,No,26,18,161906,United States,40,8,4
26170,I am a developer by profession,Yes,27,11,52775,Sweden,40,16,4
26174,I am a developer by profession,Yes,39,12,6240,Argentina,60,12,7
26175,I am a developer by profession,Yes,24,13,43260,Bulgaria,40,10,6
26177,I am a developer by profession,Yes,33,16,130000,United States,45,15,9
26178,I am a developer by profession,No,23,18,14220,Mexico,50,5,2
26179,I am a developer by profession,Yes,30,15,31780,Mexico,48,14,8
26180,I am a developer by profession,Yes,35,16,110987,New Zealand,40,14,12
26181,I am a developer by profession,No,30,24,2.00E+06,United States,40,30,29
26182,I am a developer by profession,Yes,30,25,95000,United States,45,6,6
26183,I am a developer by profession,Yes,32,16,29420,Italy,45,13,8
26184,I am a developer by profession,Yes,26,18,29186,Portugal,40,8,3
26185,I am a developer by profession,Yes,48,10,110000,United States,40,38,30
26186,I am a developer by profession,Yes,27,17,21780,India,40,10,5
26187,I am a developer by profession,Yes,26,20,72000,United States,40,2,1
26188,I am a developer by profession,Yes,40,12,125262,United States,40,20,15
26189,I am a developer by profession,No,29,19,2.00E+05,United States,40,10,7
26190,I am a developer by profession,Yes,31,12,3.00E+05,United States,40,19,13
26192,I am a developer by profession,Yes,42,18,183420,United Kingdom,40,20,15
26193,I am a developer by profession,Yes,30,8,88578,Jordan,40,8,4
26194,I am a developer by profession,Yes,31,18,31641,Poland,40,4,3
26196,I am a developer by profession,Yes,25,14,83190,Serbia,50,6,2
26197,I am a developer by profession,Yes,28,20,150000,United States,35,7,2
26198,I am a developer by profession,No,32,24,18908,Canada,25,8,4
26200,"I used to be a developer by profession, but no longer am",No,26,17,88867,United States,40,9,5
26201,I am a developer by profession,No,38,10,140965,Ireland,50,30,17
26202,I am a developer by profession,Yes,32,12,97000,United States,40,16,10
26203,I am a developer by profession,Yes,23,7,80000,United States,45,15,6
26204,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,56,11,96000,United States,65,42,39
26205,I am a developer by profession,Yes,44,10,250000,United States,60,34,22
26206,I am a developer by profession,Yes,30,10,16404,Poland,21,26,10
26207,I am a developer by profession,Yes,27,12,51300,Iran,33,12,6
26208,I am a developer by profession,No,23,15,5820,Mexico,8,8,1
26209,I am a developer by profession,Yes,43,10,20832,Bolivia,40,33,23
26210,I am a developer by profession,No,29,15,38484,Hungary,40,10,7
26211,I am a developer by profession,Yes,26,16,32429,Italy,50,10,6
26213,I am a developer by profession,Yes,27,18,190000,United States,40,9,5
26214,I am a developer by profession,Yes,32,11,2.00E+05,United States,40,17,12
26216,I am a developer by profession,Yes,24,14,56723,Canada,40,6,2
26217,I am a developer by profession,No,39,9,150000,United States,50,25,15
26219,I am a developer by profession,Yes,32,8,156000,United States,50,20,11
26220,I am a developer by profession,Yes,37,14,140000,United States,40,33,15
26225,I am a developer by profession,Yes,40,5,80000,United States,40,35,15
26226,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,39,20,45241,United Kingdom,60,18,8
26227,I am a developer by profession,Yes,35,13,20268,Czech Republic,40,18,15
26229,I am a developer by profession,Yes,28,24,92700,United States,44,4,4
26230,I am a developer by profession,Yes,25,20,143000,United States,40,4,2
26231,I am a developer by profession,Yes,23,7,92391,Germany,40,14,5
26232,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,55,13,220000,United States,40,40,30
26233,I am a developer by profession,No,36,17,79776,Sweden,36,19,13
26234,I am a developer by profession,Yes,33,14,98509,United States,60,10,4
26235,I am a developer by profession,Yes,25,16,67215,United Kingdom,40,11,7
26237,I am a developer by profession,Yes,35,11,130000,United States,40,25,11
26238,I am a developer by profession,Yes,26,14,1.00E+05,United States,40,9,5
26239,I am a developer by profession,Yes,32,9,28308,Russian Federation,40,23,14
26243,"I used to be a developer by profession, but no longer am",Yes,35,15,113679,United States,40,15,13
26244,I am a developer by profession,Yes,34,17,89721,Ireland,40,17,14
26245,I am a developer by profession,No,19,12,17100,Iran,50,6,6
26246,I am a developer by profession,Yes,34,6,120000,United States,40,17,10
26247,I am a developer by profession,Yes,34,13,230000,United States,40,10,7
26248,I am a developer by profession,Yes,36,11,4.00E+05,United States,50,25,18
26249,"I used to be a developer by profession, but no longer am",Yes,23,18,81178,United States,40,5,4
26250,I am a developer by profession,Yes,26,16,132000,United States,40,10,3
26251,I am a developer by profession,Yes,30,14,111121,Luxembourg,40,20,10
26252,I am a developer by profession,Yes,28,20,95000,United States,50,8,4
26253,I am a developer by profession,Yes,59,21,170000,United States,50,4,2
26255,I am a developer by profession,Yes,23,18,19458,Spain,40,6,1
26260,I am a developer by profession,No,27,18,105884,Canada,40,10,5
26261,I am a developer by profession,No,42,24,131905,India,40,19,19
26263,I am a developer by profession,Yes,27,15,22644,Russian Federation,40,10,4
26264,I am a developer by profession,Yes,49,11,140000,United States,40,25,23
26266,I am a developer by profession,No,46,11,75669,Germany,60,25,20
26267,I am a developer by profession,Yes,31,15,92433,Netherlands,40,8,6
26269,I am a developer by profession,Yes,29,19,93362,Poland,40,10,6
26270,I am a developer by profession,Yes,52,17,160000,United States,50,35,27
26272,I am a developer by profession,Yes,34,7,73507,Germany,40,27,10
26273,I am a developer by profession,Yes,21,14,63000,United States,40,7,1
26274,I am a developer by profession,Yes,34,15,370000,United States,40,18,12
26275,I am a developer by profession,No,58,17,104000,United States,40,39,36
26276,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,17,12,67161,Poland,18,6,1
26277,I am a developer by profession,Yes,38,7,50076,Sweden,40,26,12
26278,I am a developer by profession,Yes,30,7,143604,United States,55,31,20
26279,I am a developer by profession,Yes,28,14,39276,Sweden,40,7,3
26281,I am a developer by profession,Yes,22,14,1.00E+05,United States,45,8,2
26282,I am a developer by profession,Yes,35,16,80141,United Kingdom,40,18,15
26283,I am a developer by profession,Yes,32,10,58368,Serbia,44,16,8
26285,I am a developer by profession,Yes,30,16,114236,United States,50,14,14
26286,I am a developer by profession,Yes,35,8,70264,France,40,20,10
26288,I am a developer by profession,Yes,40,20,175000,United States,80,20,15
26289,I am a developer by profession,Yes,24,21,117000,United States,55,3,2
26290,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,5,53448,Australia,50,7,1
26291,I am a developer by profession,Yes,23,19,75794,Brazil,40,3,2
26292,I am a developer by profession,Yes,37,18,87493,Singapore,50,19,12
26294,I am a developer by profession,No,55,15,102224,New Zealand,50,40,33
26300,I am a developer by profession,No,52,17,170000,United States,40,29,29
26301,I am a developer by profession,Yes,30,16,19956,Iran,40,14,14
26304,I am a developer by profession,Yes,27,26,85000,United States,40,2,2
26305,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,32,17,120000,United States,60,15,5
26306,I am a developer by profession,Yes,34,15,2.00E+05,United States,40,10,8
26307,I am a developer by profession,Yes,50,16,158189,United States,40,30,25
26308,I am a developer by profession,Yes,30,9,10000,United States,8,9,2
26310,I am a developer by profession,Yes,43,8,774348,New Zealand,35,35,8
26318,I am a developer by profession,Yes,26,19,10000,Zimbabwe,45,7,2
26319,I am a developer by profession,Yes,30,19,51444,China,60,12,9
26320,I am a developer by profession,Yes,24,18,108000,United States,45,7,3
26321,I am a developer by profession,Yes,28,12,105000,United States,41,10,6
26322,I am a developer by profession,Yes,38,34,53957,Japan,50,5,5
26323,I am a developer by profession,Yes,31,19,7200,Cuba,70,12,6
26324,I am a developer by profession,No,22,18,125000,United States,40,5,1
26325,I am a developer by profession,Yes,33,15,114400,United States,40,10,3
26327,I am a developer by profession,No,39,14,134868,United States,40,25,18
26328,I am a developer by profession,Yes,35,19,75000,United States,50,4,4
26329,I am a developer by profession,Yes,30,15,97216,Australia,40,10,8
26330,I am a developer by profession,Yes,36,23,2.00E+06,United States,40,8,6
26331,I am a developer by profession,Yes,31,14,125901,Japan,50,12,7
26332,I am a developer by profession,Yes,34,26,89916,United States,40,7,4
26335,I am a developer by profession,Yes,23,9,75000,United States,40,13,4
26337,I am a developer by profession,Yes,42,14,43200,United States,40,28,12
26338,I am a developer by profession,Yes,35,13,152350,Australia,60,23,15
26340,I am a developer by profession,Yes,23,14,81485,Lebanon,50,4,3
26341,I am a developer by profession,Yes,39,13,151263,Canada,40,25,15
26342,"I used to be a developer by profession, but no longer am",No,32,18,99425,United States,40,14,6
26343,I am a developer by profession,Yes,23,12,8244,Brazil,30,6,3
26345,I am a developer by profession,Yes,34,18,35316,Colombia,45,18,12
26347,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,24,13,65000,United States,35,14,2
26349,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,33,18,66810,Australia,40,10,3
26350,"I used to be a developer by profession, but no longer am",Yes,30,18,97719,Canada,40,12,7
26351,I am a developer by profession,Yes,43,20,94454,Taiwan,42,23,20
26352,I am a developer by profession,Yes,42,14,49476,Brazil,40,25,25
26354,I am a developer by profession,No,29,14,60000,United States,40,15,5
26355,I am a developer by profession,Yes,56,12,158000,United States,40,38,33
26356,I am a developer by profession,Yes,30,17,42000,Cuba,40,7,3
26357,I am a developer by profession,Yes,33,10,105971,Germany,40,15,9
26358,I am a developer by profession,Yes,24,13,76719,Austria,25,6,3
26359,I am a developer by profession,Yes,26,20,13717,Peru,44,6,3
26360,I am a developer by profession,Yes,29,11,1095000,Hong Kong (S.A.R.),45,17,8
26361,I am a developer by profession,Yes,45,21,60505,Canada,40,24,10
26362,I am a developer by profession,Yes,47,13,28050,Australia,30,34,25
26363,I am a developer by profession,Yes,24,13,47917,New Zealand,40,11,4
26364,I am a developer by profession,Yes,34,10,86412,Bahamas,40,10,10
26365,I am a developer by profession,Yes,20,10,45241,United Kingdom,37,7,3
26366,I am a developer by profession,Yes,26,13,78100,United States,40,5,1
26367,I am a developer by profession,Yes,44,10,150141,New Zealand,35,35,20
26368,I am a developer by profession,Yes,31,14,70150,Australia,40,16,12
26369,I am a developer by profession,Yes,37,11,150000,United States,40,26,14
26370,I am a developer by profession,Yes,50,14,171648,Australia,40,35,30
26373,I am a developer by profession,No,35,12,117992,United States,60,18,10
26374,I am a developer by profession,Yes,30,19,16488,Brazil,40,10,7
26376,I am a developer by profession,No,30,17,86952,Philippines,40,8,3
26377,I am a developer by profession,Yes,36,16,120000,United States,40,4,3
26379,I am a developer by profession,Yes,38,10,134209,United States,40,28,16
26380,I am a developer by profession,Yes,26,15,150000,United States,50,11,4
26381,I am a developer by profession,Yes,27,14,95000,United States,50,5,3
26382,I am a developer by profession,Yes,25,18,7524,Chile,20,7,2
26383,I am a developer by profession,Yes,35,12,576000,Russian Federation,20,15,10
26385,I am a developer by profession,Yes,23,15,4128,Brazil,40,8,4
26386,I am a developer by profession,No,31,21,5844,Argentina,40,4,2
26387,I am a developer by profession,No,29,18,56000,Brazil,50,11,9
26388,I am a developer by profession,Yes,33,18,180000,United States,30,15,9
26389,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,29,12,66810,Australia,35,18,8
26391,I am a developer by profession,Yes,19,14,72829,Brazil,40,4,1
26393,"I am not primarily a developer, but I write code sometimes as part of my work",No,29,7,44965,Japan,38,3,2
26396,I am a developer by profession,Yes,28,16,101451,Jordan,60,11,7
26397,I am a developer by profession,No,30,15,120882,China,40,20,16
26398,I am a developer by profession,Yes,34,11,123279,United States,60,22,11
26400,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,19,15,6048,Brazil,6,5,2
26405,I am a developer by profession,Yes,28,14,120000,United States,60,10,5
26407,I am a developer by profession,Yes,26,11,95259,United States,40,15,5
26408,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,29,28,72335,Australia,20,2,2
26410,I am a developer by profession,Yes,29,17,125000,United States,40,12,5
26412,I am a developer by profession,Yes,45,12,175000,United States,50,33,23
26414,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,44,10,175000,United States,45,35,17
26417,I am a developer by profession,Yes,30,18,42000,Nicaragua,48,12,10
26418,I am a developer by profession,Yes,34,15,94068,Iceland,40,15,7
26419,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,50,14,160372,Brazil,60,31,22
26420,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,32,10,750000,United States,40,21,15
26421,I am a developer by profession,Yes,30,11,15696,Russian Federation,40,11,1
26424,"I am not primarily a developer, but I write code sometimes as part of my work",No,45,8,110000,United States,60,38,25
26426,"I am not primarily a developer, but I write code sometimes as part of my work",No,28,19,84627,United States,40,10,1
26427,I am a developer by profession,Yes,32,14,53957,Japan,35,18,11
26429,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,17,166140,Australia,40,35,34
26431,I am a developer by profession,Yes,27,17,93787,India,40,10,7
26433,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,27,18,3324,Philippines,8,3,3
26434,I am a developer by profession,Yes,26,17,75669,Germany,50,9,5
26435,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,30,75000,United States,70,30,25
26440,I am a developer by profession,Yes,33,12,6780,Romania,50,20,2
26443,I am a developer by profession,Yes,23,13,744000,United States,40,6,1
26445,I am a developer by profession,Yes,37,18,170000,United States,40,25,20
26446,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,31,11,54049,Austria,40,17,8
26448,I am a developer by profession,No,38,16,27240,Lithuania,38,13,11
26449,I am a developer by profession,No,22,12,70000,United States,40,13,4
26450,I am a developer by profession,Yes,30,20,5700,Bangladesh,11,5,3
26451,I am a developer by profession,Yes,23,10,37872,Netherlands,40,7,3
26454,I am a developer by profession,Yes,28,18,5652,Bangladesh,54,10,6
26458,I am a developer by profession,No,30,20,88075,India,40,6,5
26461,I am a developer by profession,Yes,40,24,96880,India,8,10,10
26463,I am a developer by profession,No,30,13,155000,United States,48,17,7
26464,I am a developer by profession,Yes,31,12,37968,Poland,40,18,5
